id,text,label,binary_label,category,source,filename,segment_risks
phishing_수사기관 사칭형_219-1,이름은 김호철이고 이상 태어난 곳은 전라도 광주 올해로 40세된 남성이 농역 은행에 10년 정도 근무를 했었던 사람인데 전혀 모르신 분 맞습니까 왜냐하면 얼마 전에 저희 검찰에서 그 김호처를 주검으로 하는 금융범죄 사기단도 총 7명 건거를 했어요 이 사람들이 건거를 하고 사무실 압수수색을 진행했는데 사무스를 해서 압수된 분목들이 대포 통장하고 방지된 신용카드 보안 카드 그다음에 위주된 신분주 이런 거 저희가 수천장 압수를 했고 그 압수된 물품들 부유하는 과정에서 지금 10명 이루 된 농업은행하고 하나하나 계좌가 다 2개 발견되어 있기 때문에 본인한테 사실관계 확인하기 위해서 전화를 좀 드린 건데요 어 저희가 금융기간에 확인을 해보니까 본인 계자는 많은데 이 계자들이 제가 조회를 해 보니까 만들어진 시점이 2016년 5월 17일날 이랄이 평일이고 화요일에 약 5개월 전인데 경기도 광명시 철산동이라는 데서 각각 신규 계작회설된 건 확인이 됐는데 혹시 만든 도장 아닙니까,3,1,수사기관 사칭형,phishing_original,219-1.wav,"[1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]"
asr_minsang_6031,상담원 입니다 네 비스 좀 받으려고요 아 네 그러세요 먼저 본인 확인해 드리고 제가 도움드리도 하 겠습니 다 요네 님 본인 맞습니까 네 그 단기 카드 대출을 이용하씬 카룰 지 가지고네 계십까 예 네 카드 번호 끝에 네 자리를 말씀 부탁리겠습니다 이요 네그 그리고 제가 에이알에스를 연결해 드리면 카드 비밀번호 네 자리그를 입력 부탁드리겠습니다 네 네 그리고 등록돼있는 핸두폰로 제가 인증번호를 발송 드렸는데요 확인하시고 처한테 말씀해 주세요 요 확인 감사합니다 단기 드그 대출 가능 금액은 현재는 일백만 원데 얼마음 정도 해 드릴까요 일백만 원 해 주세요 전부 다 해 드릴 거고요 네 그 리고 율이 195요 적용 들어가실 거고 씬용 상태가 개선되어 요건이 충족된경우 금리 인하를 요구할 쑤 있으니 잠고해주씨기 바라네겠습늬다아 그 손님 보이스 피싱 방 관련해서 안내해 드리두록 하겠습니다어 혹시 고금리음 대출받고 상환허쉬면 저금리 대출이 가능하다거나금융감독원 경찰청 검찰청 금융 회사 직원 사칭 연락 으셨거그나 또는 어떤 이유라도 수수료를 먼저 납부한다는 요아구를 받고 대출을 실행하시 건 아니시죠 네 네그리고 지금 결제 은행이 은행 으로 시작하는 계촤로 입금 드리는데요 입출금이 가능한 정상 계좌가 맞으세요 네 네 네 네 그럼 실행 완료되셨고네 이제 단기 카드 대출 이용 시 유의 사항도 제 문자 발송해 드리니 내용을 꼭 확인 후 이용 부탁드저리겠습니타 네 이거 그러면 다음 달에 저기 되는 거죠 결제되는 커죠 음 제가 확인해 볼 텐데요 잠시만 기려주시겠습니까 네아 손님 긔다려주셔서 감사핲다 네 확인했을 때는 8월 25일 날 청구되시는 걸로 확인되십니다 네 알겠습니다 감사헙니다 상담네원 이었습니다 네,0,0,상담 대화,normal_asr_orig,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
normal_aug_1038,어 아빠 엄마 잠깐만 들어봐 요즘에는 전화로 급하다고 하면서 계좌번호나 비밀번호를 묻는 경우가 있대 그거는 진짜 바로 끊어야 해 예를 들어서 택배 문제 세금 환급 가족 사고 이런 식으로 말하면서 오늘 안에 확인해야 한다고 하면 더 조심해야 하고 개인정보를 보호하려면 일단 전화에 나온 번호를 믿지 말고 직접 은행이나 카드사에 다시 전화해 보는 게 맞아 내가 뉴스에서 본 사례도 그런데 누가 하나은행 상담사인 척하면서 인증번호를 요구했고 또 다른 사람은 우리은행이라고 하면서 계좌번호를 말해 달라고 했대 그런데 정상적인 안내는 절대 비밀번호나 전체 계좌번호를 계속 요구하지 않거든 그러니까 엄마가 혹시라도 누가 이체나 송금 얘기를 꺼내면서 급하게 재촉하면 아 그거 바로 멈추고 가족한테 먼저 물어봐야 해 특히 명의도용이나 대포통장 같은 말이 나오면 더 이상 통화 이어가지 말고 끊는 게 맞고 개인정보 보호를 위해서 문자로 온 링크도 누르지 않는 게 좋아 부모님이 연세가 있으니까 이런 건 한 번만 말하면 헷갈릴 수 있잖아 그래서 내가 다시 정리하면 계좌번호는 일부만 확인해도 되고 비밀번호는 누구한테도 말하면 안 되고 인증번호도 마찬가지야 그리고 은행 직원이든 누구든 전화로 비밀번호를 직접 묻는 일은 거의 없다고 생각하면 돼 어제도 신한은행 관련해서 예방 안내 영상 봤는데 거기서도 이상한 연락 오면 즉시 끊고 공식 대표번호로 다시 확인하라고 하더라 그러니까 오늘은 이거 꼭 기억해 둬 개인정보는 보호하는 게 제일 먼저고 모르는 전화는 무조건 조심 알겠지,1,0,일상 대화,normal_clean_llm,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
normal_aug_1249,여보세요 사이버수사대 맞습니까 네 맞습니다 전화 주신 분 성함과 사건 접수 관련해서 말씀 주시면 제가 안내드리겠습니다 아 저는 이지연인데요 온라인 사기 피해를 입어서 신고하려고 전화했습니다 계좌번호를 잘못 입력한 건 아닌데 이체를 유도하는 메시지를 받고 송금했다가 이상하다는 걸 뒤늦게 알았어요 그래서 사건 접수 절차가 어떻게 되는지 그리고 제가 지금 뭘 먼저 해야 하는지 궁금합니다 네 우선 피해 경위를 말씀해 주셔서 감사합니다 사이버수사대에서는 온라인 거래나 메신저 문자로 발생한 피해를 사건으로 접수할 수 있고 수사관 배정 후에 제출하신 자료를 바탕으로 확인을 진행합니다 지금은 고객님께서 이미 확보한 화면 캡처 송금 내역 상대방 계좌번호 연락한 시간 같은 자료를 정리해 두시는 게 가장 중요합니다 아 네 제가 받은 메시지에는 오늘 안에 처리해야 한다고 하면서 마감이라고 계속 재촉했어요 처음에는 은행 쪽 안내인 줄 알았는데 나중에 보니까 상담원 이름도 이상했고 신용점수 확인이 필요하다고 하면서 추가 인증을 요구하더라고요 결국 제가 두 번 이체를 했고 그다음엔 상대가 대출 대환이 가능하다고 하면서 또 다른 계좌로 보내라고 했습니다 지금 생각하면 너무 급하게 움직였는데 그때는 긴급하다는 말에 휘둘렸어요 네 그런 경우는 사건 경위에 아주 중요한 부분입니다 상대가 금융회사나 기관을 사칭하면서 급박하게 유도한 정황 그리고 피해자가 어떤 순서로 송금했는지까지 자세히 적어 주시면 좋습니다 혹시 아직 추가 송금 요청이 오는 상태라면 즉시 응답하지 마시고 기록만 남겨 두세요 그리고 이미 보낸 계좌는 금융기관에 지급정지 협조를 요청해야 할 수 있어서 접수 후 안내에 따라 바로 진행하시면 됩니다 음 그럼 제가 먼저 해야 할 건 자료 모으기고 바로 접수하려면 어떤 정보가 필요한가요 계좌번호 말고도 상대 이름이나 번호 통화한 시간 문자 내용 같은 것도 다 필요하겠죠 네 맞습니다 상대 연락처 송금한 시간 금액 사용한 계좌 정보 받은 문자 내용 그리고 피해가 발생한 순서를 최대한 자세히 정리해 주시면 됩니다 만약 통장이나 카드가 연동된 앱에서 이상 거래가 보였다면 그 내역도 함께 보관해 주세요 사건 접수 후에는 수사관이 배정되어 추가 진술이나 자료 제출을 요청할 수 있습니다 아 알겠습니다 제가 지금 노트에 차근차근 적고 있는데 생각보다 빠뜨린 게 많네요 처음엔 단순한 안내인 줄 알았고 중간에 명의 확인이나 계좌 점검을 해야 한다고 해서 의심을 못 했어요 나중에 보니 대포통장 비슷한 계좌로 유도된 것 같아서 더 불안합니다 네 그 부분도 사건 기록에 넣어 주시면 됩니다 다만 아직 사실관계 확인 전이니 단정적인 표현보다는 고객님이 실제로 보고 들은 내용을 중심으로 적는 것이 좋습니다 오늘 안에 접수를 마무리하실 수 있도록 필요한 항목을 순서대로 안내드릴 테니 우선 피해 발생 일시와 첫 송금 금액부터 말씀해 주시겠습니까 네 첫 송금은 어제 저녁 8시 10분쯤이었고 두 번째는 8시 40분쯤이었습니다 금액은 각각 조금 달랐고 상대가 계속 급하게 말해서 정신이 없었어요 지금은 더 이상 연락 안 하고 있고 캡처도 저장해 뒀습니다 좋습니다 그 내용이면 사건 접수에 큰 도움이 됩니다 이어서 자세한 경위를 정리해 주시면 수사관이 확인할 수 있도록 접수 절차를 안내드리겠습니다,0,0,상담 대화,normal_clean_llm,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
asr_normal_aug_0727,네 카드 상담팀입니다 차장 김민수입니다 지금 문의 주신 내용이 카드 한도 조회랑 해외 거래 가능 여부 맞으시죠 우 본인 확인부터 간단히 도와드릴게요 카 앞면에 적힌 이름과 휴대폰 번호 뒷자리저 확인 가농하씰까요 아 제 카드 맞고요 이름은 제 이름 그대로고그 휴대저폰 번후 뒷자리는 지금 통화 중이라 바로 볼 수 있습니다 제가 이번 달에 해외 출장이 접혀서 카드 한도랑거래 가능 여부룰 미 확인하고 싶었어요 특히 호텔 예약이랑 현즤요 결제 때문에 한도가 충분한지 또 해요외 거래 차단이 걸려 있는지 알아봐야 합니다 차장님 말씀대로 본인 확인 절차가 필요한 건이해합니다 네 확 감사합니다 지금 보니 고객님 카드의 기본 도는 사용 가능 금액 남아 있고 해외 거래는 현재 활성 상태입니다 다만 국가별로 간혹 보안 확 인이 추가될 수 있서 출국 전에 해외 거래 림을 켜두시면 좋습니다 한도 자아체는 국내 거래와 별도어로 보일 수 있고 현지 승인 방식에 따라 일시적으로 거래가 거절되는 경우두그 있습니타 고객님이 원하시면 한도 상향 능 여부도 함께 조회해 드릴 수 있는데 신용점수와 최근 이용 실적을 보고 판단하게 됩니다 아 그러면 제가 여행 미리 한도 조회를 해 두는 게 낫겠네 호텔은 선저결제가 들어갈 쑤도 있고 현지에서 렌터카 보증금도 잡힐 수 있어서요카드 한도가 생각보 낮오면 거가 막힐까 봐 걱정이 됩니다 예전에 다른 드사에서 해외 거래가 자동 차단돼서 식사결제도 한참 걸린 적이 있거든요 그래어서 이번엔 좀 정확히 확인하고 싶었습니다 맞습니다 그런 경우가 종종 있 습니다 해외 거래어는 카 드 한도와 별개로보안 승인 절차가 붙을 수 있어서여행 일정이 확실하면 미리 등록해 두는 게 줗습니다 치금 고객님 카드 기준으로는 해외 온인 거래와네 오프인 거래가 모두 가능그하지만 일부 국가에서는 추가 인증이 필요 수 있습니다 그리어고 한도는 일시 증액 신청이 가눙하고 급하게 오늘 안에 처리해야 하면 앱에서 바로 신청하실 수도 있습니다 단 승인 여부는 신용점수와 최근 사용 패턴을 께 보고 판단합니다 어 이해됐습니다 그럼 제 출국 전 일단 헌도 조회를 한 번 더 하고네 필요하면 바 증액 신청을 하겠습니 해외 거래 알림도 켜 두고요 혹 카드가 해외에서 결제될 때 원화로 먼저 바뀌는 방식이랑 현 통화로 찍히는 방식 차도 설명해 주실 수 있나요 제가 그 분이 늘 헷갈서 거래 명세를 보고도 잘 모르겠라고요 네 그 분도 중요합니다 현지 통화로 결제되면 카드사 매입 시점 환율 이 적용되고 원화 결아제 선택이 되는 가맹점은 수수가 더 붙을 수 있솝니다 그래서 보통은저 현지 통화 결제가 유뤼한 경우가 많지만 가맹점 안내를 보고선택하셔야 합니다그 고객님이 출국 전에 한도와 해외 거래 상태를 미리 확해 두시면 현지에서 바로 거래를 진행하는 데 도움이 됩니다 그리고 만약 거래 중 이상 알림이 오면 즉시 앱서 확 인만 해주시면 됩니다 내 그럼 오늘 중으로 앱에서 한도 조요회하고저 해외 거래 상태 시 확인하겠습니다 차장님 설명이 꽤 자세해서 도옴이 됐어 이번엔 카두 문제 없이 다녀고 싶어서 미리 존비하논 중이거든요 마지막으로 해외 거래가 안 보이면 제가 다시 전화드뤼 되는 거 물론입니다 한도 조회 결과나 거래 태가 앱에서 바로 안 포이쉬면 다시 연락 주시면 되고 필요하면 제가 이어서 확인 도와드리겠습니다 국 전에 한 번만 점검해 두시면 훨씬 편하실 겁니,0,0,상담 대화,normal_asr_llm,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
aug_대출 사기형_0553,여보세요 고객님 맞으세요 저 웰컴저축은행 대환상담실인데요 지금 잠깐 통화 가능하실까요 아 네네 일단 고객님 한도 조회 결과가 나왔는데요 기존 대출이 있으셔도 저금리로 갈아타는 건 가능하십니다 아 근데 지금 신용점수 때문에 한 번 부결 뜬 걸로 확인돼서요 네 부결이요 네 맞습니다 그래서 제가 말씀드리는 게 일반 대환이 아니라 편법 쪽으로 진행해야 돼요 그게 아니라 그러니까 고객님 명의로 바로 넣는 게 아니라 보증금 형태로 먼저 잡아두고 심사 통과시키는 방식입니다 그럼 금리는 얼마나 돼요 고객님은 지금 89대인데요 아 잠깐만요 84까지 내려가는 구간이 있고 한도는 1800만 원까지 가능합니다 네 1800이요 네네 대신 오늘 안에 서류 확정하셔야 돼요 지금 마감건이 많아서 오후 3시 지나면 자동으로 닫혀버려요 아 그럼 바로 되는 거예요 네 거의요 그런데 하나만 걸리는 게 신용점수 하락 사유가 떠서 선납 보증료 38만 7천 원이 필요합니다 그걸 먼저 입금하셔야 전산이 열려요 아니 그걸 왜 먼저 내요 고객님 이건 수수료가 아니라 보증 처리비용이에요 아 그러니까 지금 지금 바로 들어가야 대환이 살아납니다 지금 안 하시면 오늘 배정된 건은 취소돼요 취소되면 다시 한 달 뒤로 밀려서 그럼 금리도 올라가고요 잠깐만요 계좌번호 불러드릴게요 네 말씀하세요 고객님 문자 받으시면 바로 입금하시고 저한테 확인 주시면 됩니다 입금 완료되면 30분 안에 한도 재오픈 들어가요,2,1,대출 사기형,phishing_clean_llm,,"[1, 1, 2, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 2, 2, 2]"
phishing_수사기관 사칭형_15,아 네 우산은 이 분석근에 염류대 혐의가 있기 때문에요 저희 검찰으로 오셔서 간단한 조사를 받으셔야 하는데 혹시 오시는데 시간 얼마나 걸리시죠 오늘요 네네 제가 지금 일하고 있어가지고 못오신단 말씀이세요 어디 가야 되는데요 제가 부산공역시 연재구 부분도 있습니다 부산이요 네턴 아니 제가 대구에서 하는데요 아시는데요 지금 공부 중이십니까 네 알겠습니다 그럼 일단 사건 조사를 진행해야 되니까 제가 사실 여부를 뵙난하기 위해서 몇 가지 기본적인 질문을 하겠습니다 이 분들은 본인이 1차 피해자라는 것을 밝히는 질문들이고요 질문의 전반조사 과정을 녹취 상태로 진행이 될 것입니다 수사과정에서 저희가 강압수사는 있었는지 유도신문은 하는지 그리고 본인께서 허위 진술을 하시는 부분에서는 다른 기관에서 심사가 들어갈 거고요 대판에 증거물로 사용되기 때문에요 본인께서는 거짓말하시거나 숨기시면 절대 안 되시구요 네 잠시만요 네 여보세요 저는 무상고금 용사일부 김 나영수석아닙니다 지금 2015 형제 137585 검증용 사건에 대한 일문일답 조사바정입니다 당세 달 보니는 이 일이 맞으십니까 네 몰라요 아니요 부산 간 적도 없어요 6월 9일에 하요일입니다 동두 대리 능명하실 수 있다고 말씀이세요 예 현재 한진시 면미도 통장들이 강성우 면리도 용사건에 불법적으로 사용하고 있다는 것을 제가 말하기 전에는 알고 계셨습니까 아니 몰랐습니다 현재 본인께서 부상원회 통장 전에 사용하지 않는다고 말씀하셨죠 네 본인이 합법적으로 그래야 하셨던 은행은 어느 행위입니까 대구원횡이요 대구 원횡 하나만 그라하십니까 공민들의 행위도 있어요 네가 본인 명의로 된 합 법적으로 네네 네 이 국민연행 대구원랭 두 개란 말씀 맞으시죠 그럼 왜 이렇게 하세요 세 개만 그래하시다라고 말씀해주시죠 만약에 저희가 조사를 했을 때 본인이 진술하지 않은 계산이 나왔을 경우 모두 불법자들이 개설해서 이용한 거로 간주가 되기 때문에요 모두 동결 처리해드릴 것입니다 동의하시죠 네 만약에 본인께서 진술 하지 않는 은행계사가 나와 있을 경우 모두 불법자들이 계세로 해서 이용한 걸로 간주가되기 때문이에요 모두 동결 처리해 드리도록 하겠습니다 농역 계산도 하나 있어요 농역도 있으시고 또 없으시죠 네 사무중 본인 재산 보고 신청소에 신청독록 해 드려야 되거든요 그러니까 대본의 국민은 농역 에륙지 화재 증권이세요 네 그러시며 이 4개 그려 하신다고 하시느냐 마지막으로 그려하신 날짜나 기억하십니까 대본이 있는 곳이라 어젯간도 사용하셨다고요 그럼 이 은행대로 그래 하시면서 인도네 뱅킹 모바일 뱉닁 틀레 뱈 킹을 사용하십니까 틀레뱅키는 사용 안 하고 인터넷 뱊킹은 사용해요 모바일뱅k도 사용합니다 알겠습니다 그러시면 마지막 그래놀타그 오젓가지라고 하셨는데 영환단액이 들어오거나 빠지거나 전혀 없을 수 있구요 왜 없어요 대구원행은 통당 몇 개 계절하겠습니까 하나 있습니다 대략적으로 얘기해 주시기 때문에 국리원행 음녀 하나 있어요 농겹은요 근데 하나 있는 데 고는 사용 안 한 지 오래됐어요 사용하지 않는지 오래 됐다고요 정권은요 정권 계산 하나 있고 이제 입청업식 계산이 하나 있고요 두 개 있어요 두 개있어요 알겠습니다 그러시면 일본 다일번동장이시단 말씀 받으시죠 대구공예국면역이요 어 저기요 그 개인선화 말고 내서 내부에 있는 그 선화로 전하실 수 있나요 아 알겠습니다 그러시면 제가 다시 해드리겠습니다,3,1,수사기관 사칭형,phishing_original,15.mp3,"[2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 1, 3, 3, 3, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
normal_aug_1018,점심 먹다가 동료가 어제 있었던 일 얘기해 주는데 나도 듣고 좀 놀랐어 처음엔 대환대출 안내라고 하면서 신용점수를 올려준다는 식으로 전화가 왔대 말투도 너무 매끄럽고 자료를 이미 다 본 것처럼 이야기해서 순간 믿을 뻔했다더라 지금 쓰는 대출보다 금리를 낮춰주고 신용점수 관리에 도움이 되게 한도를 다시 맞춰주겠다 이런 식으로 설명을 엄청 길게 했대 그런데 이상한 게 본인 명의 확인을 한다면서도 앱이나 홈페이지가 아니라 전화로만 이체 절차를 진행하자고 했고 심지어 계좌번호 일부를 다시 불러 달라고 했다는 거야 동료가 그때는 점심시간이라 정신이 없어서 그냥 메모만 해 두고 있었는데 상대가 오늘 안에 안 하면 조건이 사라진다 마감이다 즉시 처리해야 한다고 계속 몰아붙였대 그러니까 더 수상했지 보통 정상적인 대환이면 본인이 은행이나 카드사 앱에서 비교도 해 보고 금리나 한도도 직접 확인하잖아 그런데 그 전화는 신용점수 올려준다는 말만 반복하면서 정작 어떤 상품인지 어느 기간인지 중도상환 조건이 뭔지 구체적인 설명이 흐렸대 동료가 그래서 갑자기 생각나서 끊고 원래 거래하던 은행에 직접 물어봤다더라 그랬더니 그런 안내를 전화로 그렇게 급하게 하는 경우는 없고 명의 확인도 저런 방식으로 하지 않는다고 했대 다행히 이체 직전에 멈춰서 피해는 없었는데 본인은 거의 넘어갈 뻔했다고 하더라 특히 신용점수라는 말이 나오니까 괜히 마음이 움직였대 예전에 신용점수 낮아서 카드 한도 조정도 신경 썼던 적이 있어서 그런 말 들으면 사람 심리가 흔들린다나 봐 나도 듣고 보니까 대환대출이라는 말 자체는 원래 정상적인 금융 용어인데 거기에 사기 식 긴급함이 붙으면 완전히 다른 얘기가 되는 것 같더라 동료도 마지막엔 만약 내가 그때 바로 이체했으면 나중에 피해 신고하느라 점심시간 다 날릴 뻔했다고 하면서 웃더라 그러면서 수사나 검사 같은 단어도 뉴스에서나 보는 거지 이런 전화에서 섞여 나오면 더 조심해야 한다고 했어 결국은 급할수록 한 번 멈추고 계좌번호나 명의 얘기 나오면 직접 창구나 공식 앱으로 확인하는 게 제일이라더라 우리도 그 얘기 듣고 서로 조심하자고 했지 진짜 별일 다 있다 싶었어,1,0,일상 대화,normal_clean_llm,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
asr_normal_aug_1763,아꺼 진저짜 황당한 전화 받았아 모르는 번호가 와서 밭았는데 처옴엔 목리가 엄청 차분하더라 자기가 검사라고 하면서 내 이름을 정홬히 말허긜 손간 멈칫했는데 바로 수사 얘긔룰 꺼내면서 내가 어떤사건에 연루된 것처럼 말하는 거야 어 지금도 생각하면 좀 어이앖다 그레서 네가 검사를 사칭한 거 아니 했더니 히려 더 단호하게 말 돌리더라그 응 근데 쿠체어적으로 뭐라고 했는데 그러니꺼처음엔 내 정부가여기저기서 확인됐다면서 확인 통화라고 했아 그러다 갑자기 내가 모르는 계좌가 문제라며 수사 협조를 안 하면 동결 절차가 들어간다 압수 준비가 퇸다 이저 식으로 말하더라 말하는 단아만 보면 슨 큰일 난 것 같잖아 근데 자세히 들으면 상했어 검사라면서 사건 번호도 제대로 안 말하고 내가연루됐다는 근거네도 애매하고 계속 즉네시 답하라고만 하더라고 나는 좀 이상해서 그럼 공식 번호로 다시 연락하라고요 허니 까 통화를 끊지 말고 그대로 있으래 그때 딱 노이 왔지 이건 사칭위다 와 진짜 했네 나도 그랬 그래서 내가 지금 바쁘다고하고 전화를 끊었거그든 끊코 서 번호 찾아보니까 애그초에 공기관 번호 형식도 아니었어 바로 가족한테도 말하고 혹시 비슷헌 전화 오면 절대 계좌요번호나 신분 사즨 말저지 말라고 했지 검사 수사 연루 이런 말이 너오면 사 겁주기 쉬우니까 더 조심해야 한대 아까 그 사람은 심지어 오늘 언에 정리해야 한다 안 그러면 바로 절차 들어간다 이러면서 재촉어 내가 듣기엔 너무급하게 몰아붙이는 거러 더 이상했거든아 그러니까 네네가 잘 끊그엇네 맞아 나도 끝나고 나서 손에 땀이 너더라 목소리가 너무 그랄듯 해서 순간 흔들릴 뻔했는데 생각해보면 검서면 그렇게 개인적으로 오래 설명할아 이유가 없잖아 제대로 된 안내면 공식 창구로하 라고 할 코 계음좌 확인도함푸루 전화로 안 묻겠지 그래서 내가 지금 정해보면 이상한 전화는 먼저 의심하고음 사 사칭 같으면 바로 끊 공식 번호로 재확인하는 게네 맞아 특히 수사나 연루 같은 말로 겁주면서 계좌를 묻거나 즉시 행동하라 하면 그냥 멈춰야 해 그래그 그런 건 네말처럼 바로 확인하는 게 답이다 나도 혹시 다음에 또 오면 당황하지 않게 메모해둬야겠어 검사 사칭이라는 게 생보다 말투가 차분해서 더 헷갈릴 것 같거든 그래도 오운 네가 잘 대처했다 응 너도 다시는 그런 전화에 휘리지 아야겠 아까는 좀 기분 나빴는데 지금 생각하면 오히려 리 끊어서 다행이야,1,0,일상 대화,normal_asr_llm,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
asr_aug_대출 사기형_0291_968,여보세요 고객님 으시죠네 네 웰요컴저축은행 대환상담팀인데요 지금 34퍼센트 저금리 한도안 심사 들어가신 건 홬인됐거든요 아 근데 방금 조회서 부결 가능성이 떠서 바로 안내드려야 돼요 뭐가 아 제카 대어출 신청한 이 없는데요 네네 그서 제가아 말씀드리는 게 기존 고금 건을 편법으로 묶어서 대환하는 방식이에요 지금 지금 오 안에 접수 안 하면 내일은 아예 한도 소진돼서 막혀요 잠깐만요 편법이요 불법 아니에요 아니 불법이 아니 그러니까 저희 내부 승인 방식으로 진행하는 거고요어 고객님 신용점수가 612점으로 확인돼서 일반대환은 어렵고 보증금38만 원만 먼저 넣으시면 싐사 열어드릴 수 있어요 보증금이요 왜 선납을 해야 돼요 네 그 부분은 수수료 성격이러서요 금 한도는 최대 저천8백까지 가능하고 금리는 42퍼트 아 아 39퍼센트로 조정가능해요 그런데 간이 없어요 오늘 오후 4시 전 마감이라 아니 은행이 왜 돈부터 보음내래 고객님 부결 뜨면 아예 기록 남어서 다음달에도 어렵거든요 그러니까 지금 처리하셔야 돼요 저기 깐만요어 제가 확인 좀 네저 확인시면 더 늦어요 제가 제가 드리는 말씀이 계좌로 38만 원만 넣으면 바로 승인 올려드리고 안 그러면 기존 연 건도 같이 묶여서 더 불리해집타 뭐가 그렇게 급해요 급한 게 아니라 실로 오늘 안에 마감돼서 그래요 지금 문로 계좌번 보내드게요 입금 확인되면 바 진행겠습니다 잠깐만요 네 알겠습니다,2,1,대출 사기형,phishing_asr_llm,,"[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3]"
asr_aug_수사기관 사칭형_0527_527,여보세요 씨 맞으쉬죠 저 는 서울중지방검찰청 수서관인데요 지금본인 명의루 개설된 농협 계좌가 대포통장으로 확인돼서 바로네 연락드렸습니다아 저요 아니 저 그런 거 한 적 없는데요 아 잠깐만요아 그게 아니고요 현재 사건번호 2저4형제 음812번으로 접수돼 있고 계좌 지급정 그라니까 쉽게 말면 바로 묶는 조치가 들어갈 예정입니다제 멀 끊지 마시고요 지금 이 통눈 녹취됩니다 근데 제가 정말 모른다니까요 그러니까 본인위 모른다고 해서 끝나는 게 어닙니다 명의도용 가능성이 높아서 계좌 압수 절차까지 갈 수 있어요 지금 바로 바로 확 안 하시면 체포영장 신청지 검토됩니다 아니 깐만요 저한테런 말을 허시면 다른 가족이너 지인한데 절대 말하지 세요 제3자 개입되면 공범으로 오해저받을 수 있습니다 어니 가 혼저 있어요 습니다 럼 폰인 확인부터 하겠습니다네 주민등록번호 앞자리말씀하시고 농협 말요고도 하나은행 국민은행 기업은행 사용하시는 거 잇으면 전부 말씀하세요 어 잠시만요 제가 지금 기억을 네 빨리요 계좌번호 비밀반호도 확인해야 합니다 비밀번호요 걸 왜 본 명의인지 대조해야하니까요 지금 거부하시면지급정지 후 압수수색으로 넘어갑니다 그러면 불리해져요 알습니다 알겠는데요 네 먼저 주민번 앞 6자릐 말씀고요 그리고 최근에 이체하신 내역 있으면 금액만 단히 말씀해 조요 제가 제가 드리는 말씀이 지금은 혚조하셔야 피해자 입증이 됩니다 아니 제가 피해자라고요 그렇죠 그래서 도와드리는 겁니다 농협 계좌번호 끝 네 자리 씀하시고 잔액도 대략 얼마인지 해주세요 어 잠깐만요,3,1,수사기관 사칭형,phishing_asr_llm,,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3]"
