id,category,tokens
phishing_대출 사기형_37,대출 사기형,승인 근저 소비 대책 계약 증서 증서 비용 공증 비용 그때 결정 승인 이율 승인 증서 증서 비용 증서 비용 나중 비용 비용 아버님 플란트 증서 비용 비용 선출 증서 비용 현금 플란트 비용 필요 이후 증서 증서 예전 예전 연대보증 연대보증 제도 폐지 증서 연대보증 제도 폐지 이후 증서 다음 평점 등급 등급 증서 승인 평점 우회 평점 거래 내역 급여 잠시 설명 잠시 입출금 활성 노격 사업 국민은행 급여 통장이 입출금 평점 평점 만약 인출 계산 평점 순간 평점 플란트 평점 평점 플란트 공증 만약 공증 평점 공증 공증 공증 비용 공증 예전 공증 비용 공증 비용 증서 다음 대출 증서 대출 공증 비용 공증 비용 대출 이자 소득 공증 비용 대신 납부 공증 대출 증비 손실 정책 공증 비용 자부담 대출
phishing_대출 사기형_39,대출 사기형,테스트 계약 접수 수도 테스트 결과 예정 저녁 계약 마무리 접수 비밀 성함 부탁 생년월일 자리 부탁 기사 기사 주소지 부탁 세대 호수 중간 카드 현금 물품 배송 금지 품목 카드 포장 기사 박스 포장 카드 포장 박스 포장 운동 박스 사이즈 운동 박스 운동 박스 체크카드 마그네 손상 잡지 신문 이용 책갈피 상자 무게 의심 상자 공간 신문지 책자 주변 물건 걸레 의심 물품 박스 테이프 상자 중간 박스 포장 시간 예상 포장 다음 부탁 사무실 섭외 접수 포장 박스 외관 상태 내용물 무게 감이 물품 품목 접수 품목 접수 접수 사무실 대략 포장 통화 감사
phishing_대출 사기형_40,대출 사기형,통화 결과 사태 발생 경찰 경찰서 신고 신고 사람 완전 개떡 사기 납득 납득 거짓 거짓 통화 통화 센터 통화 반대쪽 반대쪽 입금 입금 센터 센터 사람 범죄자 신고 통화 경찰서 통화 녹지 신고 신고 사람 병신 취급 정식 이상 경찰 신고 경찰 신고 신고 신고 신고 신고 보이스 피싱 신고 보이스 피싱 장난 통화 무고죄 신고 나중 통화
phishing_대출 사기형_46,대출 사기형,대출 보증 보증 보증 보증 만약 보증 단순 변심 얘기 기록 얘기 여자 협박 얘기 이름 핸드폰 핸드폰 여자 협박 얘기 이름 핸드폰 핸드폰 성함 과장 과장 부서 요청 조의 여자 여자 성함 얘기
phishing_대출 사기형_49,대출 사기형,대출 생활 자금 결제 자금 필요 카드 당일 대출 가능 카드 카드 카드 이용 신한 신한 한도 잔액 한도 나이 제한 나이 나이 자금 나이 신한 나이 신한 가능 상품 카드 필요 이용 중요 이율 분할 납부 가능 최장 가능 선택 이율 상담원 김미정 내요 동명이인 성함 접수 이율 한도 접수 신사 이율 조건 이용 부탁 통신 관계 조건 그때 결정 접수 카드 대출 이내 감사
phishing_대출 사기형_53,대출 사기형,김민수 대리 문제 자금 금요일 월요일 오전 상환 시간 납부 시간 자금 월요일 오전 출근 자금 송금 계약서 체결 월요일 자금 자금 설정 농협 자금 송금 거래 역서 개인 정보 보호법 개인 정보 보호법 거래 역서 블라인드 잠시 걱정 자금 송금 뉴욕 기간 계약서 체결 선택 최장 기간 설정 가능 일부 변경 일부 변경 가능 이상 납부 도상환 수수료 발생 자금 융통 완납 이자 납부 방식 선택 원금 이자 납부 거치 원금 만기 일시 상환 이자 납부 이자 납부 이자 발생 약정 이자 이자 납부 최장 기간 연체 납부 대출 기간 연장 가능 최장 연장 가능 여유 생각 원금 만기 일시 상환 납부 마음 이자 납부 계약서 체결 설정 월요일 자금 자금 계약서 체결 팩스 얘기 팩스 팩스 자필 작성 계약서 팩스 계약서 이전 가능 가능 걱정 자금 큰일 매뉴얼 문제 케어 걱정 계약서 계약서 감사
phishing_대출 사기형_54,대출 사기형,가요 캐피탈 이중 보장 담자 흥구 대리 그날 자동 송금 자동 잠시 제환 체크 금액 가요 최종 송금 금액 부탁 잠시 농협 계약서 보관 인지 송금 송금 반전 인지 절차 가요 송금 직전 송금 양해 부탁 최종 승인 설명 인지 절차 담보 대출 대출 마이너스 해산 상품 자체 금리 적용 금리 변경 사안 시간 금리 고정 다행 대부분 금리 금리 개정 기존 고금리 대출 상품 자체 계약서 연체 연체 금리 최대 사체 수준 금리 절차 상환 기간 동안 변동 금리 만기 확정 고정 금리 이용 도움 이해 인지세 마이너스 대출 해산 상품 자체 적용 금리 변동 사항 시간 금리 고정 다행 대부분 금리 금리 개정 기존 고금리 대출 상품 자체 계약서 연체 연체 금리 최대 사체 수준 금리 절차 상환 기간 동안 변동 금리 만기 확정 고정 금리 이용 도움 이해 송금 시간 인지세 인지세 대출 자금 금액 인지 자체 부담 대출 결과 보호 출금액 인지 대출금 수령 만약 환급 연체 자금 연체금 연체 연체 그때 절차 자금 자동 송금 도움 자금 송금 통신 납부 금리 인지세 자금 개정 감독원 자금 환불 납부 자금 무소 방문 이출 시간 환불 인지세 납부 현지 캐피탈 세무 대임 납부 얘기 지수 등기 대출 자금 전산 통화 통화 이진구 과장
phishing_대출 사기형_55,대출 사기형,가산금 액도 상환 방식 원금 이자 납부 이자 납부 중도 상환 수수료 일부분 전액 자유 상환 가능 금액 소액 고액 고액 이자 상환 방식 방식 이자 상환 원금 여유 상환 상환 부담 처음 기간 최대 단위 연장 가능 연체 계산 이자 나중 최종 심사 결과 결정 변동 상품 접수 과정 다음 상담 가능 대신 제출 나중 수령 방문 수령 산관 이용 보증서 발행 조건 수령 산관 이용소 홈페이지 회원 가입 공인 증서 문자 이름 회원 퇴근 주말 회원 가입 상담 업무 오후 핸드폰 공개 거래 인근 방문 대출 개척 명함 핸드폰 공개 상품 정부 지원금 상품 홍보 정확 상품 보증서 발행 수수료 발생 자산관리 용소 부담 부담 예전 상담 악용 위주 최종 승인 보증 수수료 수령 가능 전적 감사 핸드폰 공개 다음 그때 공개 가능 핸드폰 나중 대출 상담 성함 오종태 상담 사고 상담 대출 상담 농협 나중 신한은행 대출 조건 상품 문자 농협 중앙 회로 가요 단위 농협 중앙 회로 농협 중앙 단위 농협 단위 농협 상품
phishing_대출 사기형_62,대출 사기형,회사 자금 회수 회사 입금 외부 경리 생각 자금 관리 현장 출근 현장 퇴근 근무 시간 오전 오후 생각 근무 시간 오전 생각 작성 오전 출근 출근 현장 출근 지지 서울 지역 그날 그날 출근 장소 요즘 서울 근만 전철 시간 시간 사무실 필요 현장 근무 현장 퇴근 생각 하루 배정 업체 배정 하루 회사 자금 회수 회사 입금 횟수 자체 하루 회사 회사 사업 사업 거래 내역 수수료 회사 수수료 수수료 관계 영업 영업부 영업 필요 거래 대상 거래 내역 의뢰 이유 사업 사업 부가세 신고 이번 분기 현금 매출 공고 금액 사업체 양도 매출 권리금 내역 사업 용도 다양 관여
phishing_대출 사기형_70,대출 사기형,안녕 친애 저축 법인 센터 상담원 오윤정 타사 금리 이용 자금 이번 금리 부채 통합 추가 자금 지원 상품 연체 기존 대출 등급 가능 친애 저축 친애 저축 자금 금리 이용 자금 오윤정 상담 요청 상담원 성함 문자 발송 요즘 개인 정보 유출 중개 업체 문제 신상 이번 홍보 기간 금리 상담 컴퓨터 숫자 조합 중개 업체 친애 저축 문자 메시지 발송 다음 상담 친애 저축 지점 설정 설정
phishing_대출 사기형_73,대출 사기형,감사 오전 상환 입금 잠시 상환 자분 성함 강신기 잠시 입금 캐피탈 입금 상환 일부 상환 상환 잠시 성함 생년월일 여차 부탁 잠시 상환 전액 상환 입금 상환 잔금 내일 이관 보이스 피싱 강신기 이름 입금 강신규 강신규 상담 강신규 잠시 상담 상담 조치 다음 입금 정상 다음 금액 잠시 이체 불편 내일 이관 상환 정상 다음 전산 기록 삭제 요청 보이스 피싱 감신 이름 입금 강신규 강신규 상담 잠시 상담 상담 조치 다음 입금 정상 다음 금액 잠시 이체 불편 내일 이관 상환 정상 다음 전산 기록 삭제 요청
phishing_대출 사기형_74,대출 사기형,안녕 배정 상품 설명 접수 국민 행복 기금 한국 자산관리 공단 지원 자금 한도 최대 가능 금리 최저 등급 평점 차등 적용 자금 마이너스 자금 마이너스 접수 담임 조건 문제 가능 불량자 개인 회생 파산 관제 해당 사항 접수 가능 정확 접수 정보 질문 가수 난도 금리 산출 도음 직장 인사 운영 직장 부동산 투자 투자 회사 근무 얼마 월급 월급 기본급 임시 보험 리원 신용카드 이용 신용카드 카드 이용 카드 시티 카드 롯데카드 롯데카드 인터넷 뱅킹 이용 인터넷 뱅킹 인터넷 뱅킹 이용 이용 당사 당사 체크 이용 당사 국민은행 이용 국민은행 이용 인터넷 뱅킹 당사 체크 이용 금리 나이트 국민은행 대출 이용 대출 당사 자금 연도 연도 주택 투자 주택 자금 주택 자금 생활 자금 한도 최대 한도 거주지 경기도 성남시 분당구 성남시 분당 성함 개인 정보 보호법 동의 개인 정보 수집 열람 기록 보호 안심 휴대폰 명의 정보 감사 가승 한도 금리 해결 잠시 가승 한도 금리 산출 가승 한도 금리 산출 심사 거로 접수 도움 접수 오전 심사 심사 최종 승인 결정 거주 지역 현금 인출 의뢰 국민은행 지점 배정 지참 국민은행 지점 방문 필요 필요 국민은행 심사 최종 승인 결정 필요 승인 프로 사항 사항 이정호 대리 친절 상담 결과 국민은행 이정호 대리
phishing_대출 사기형_75,대출 사기형,동생 마지막 엄마 목소리 엄마 엄마 동생 아저씨 필요 엄마 아저씨 동생 손가락 눈깔 동영상 똑똑이 아저씨 동생 엄마 아빠 모바일 뱅킹 엄마 아빠 동생 제자 잠시 종이 엄마 메모 대가리 개새 이체 모바일 뱅킹 텔레 뱅킹 인터넷 뱅킹 엄마 약속 기계 현금 인출 이체 시간 얼마 근처 농협 엄마 어머니 마야 이름 아저씨 아저씨 남자 남자 약속 목소리 아저씨 약속 약속 아저씨 남자 남자 아저씨 약속 동생 엄마 목소리 말투
phishing_대출 사기형_77,대출 사기형,대출금 수령 기업 기업 평생 잠시 농협 캐피탈 대출 정상 녹취 통화 가요 대출금 동시 등기우편 자택 자택 직장 직장 직장 주소지 부탁 대출금 동시 등기우편 자택 자택 직장 직장 직장 주소지 부탁 대출금 동시 등기우편 자택 자택 직장 직장 직장 주소지 부탁 대출금 동시 등기우편 자택 자택 직장 직장 직장 주소지 부탁 대출금 동시 등기우편 자택 자택 직장 직장 직장 주소지 부탁 대출금 동시 등기우편 자택 자택 직장 직장 직장 주소지 부탁 자택 주소지 부탁 녹취 통화 가능 녹취 시작 성함 주민 자리 부탁 감사 상환 방식 매달 상환 상환 금액 설명 상환 방식 원리금 균등 분할 상환 방식 적용 금리 유향 상환 기간 납부 상환 금액 결제 결제 이틀 상환 문자 발생 상환 연체 납기 이후 상환 금액 가산세 부과 상환 날짜 상환 문자 발생 유의 연체 상환 납입 중도 상환 이후 가능 중도 상환 별도 수수료 발생 이해 대출금 기업 평생 대출금 등기우편 등기우편 대출 약정서 대출 약정서 자필 서명 자필 서명 누락 위조 자동 계약 해지 방문 시간 장소 자택 회사 발송 녹취 동의 동의 효력 발생 피해 유출 문제 금감원 손해배상 청구 소송 녹취 성함 주민 자리 부탁 감사 방식 매달 상환 상환금 설명 상환 방식 원리금 균등 분할 상환 방식 적용 금리 유향 상환 기간 납부 상환 금액 결제 결제 이틀 상환 문자 발생 상환 연체 납기 이후 상환 금액 가산세 부과 상환 날짜 상환 문자 발생 유의 연체 상환 납입 중도 상환 이후 가능 중도 상환 별도 수수료 발생 이해 대출금 기업 평생 대출금 등기우편 등기우편 대출 약정서 대출 약정서 자필 서명 자필 서명 누락 위조 자동 계약 해지 방문 시간 장소 자택 회사 발생 녹취 동의 동의 효력 발생 피해 유출 문제 금감원 손해배상 청구 소송 녹취
phishing_대출 사기형_80,대출 사기형,등급 하락 이내 대출 계약 철회 등급 문제 대출 얘기 대출 얘기 대출 대출 얘기 고의 편법 대출 승인 승인 가능 대출 정부 상품 웰컴 저축 납부 공문 접수 웰컴 지점 국민은행 지점 설명 자금 융통 공문 접수 상환 대출 전산 이관 대출 가능 저축 캐피탈 공문 접수 접수 용품 자료 데이터 조정 공문 공문 동의 전산 자료 공문 접수 다음 대출 최종 승인 지점 그때 연결 지점 동네 동네 동네 지점 연결 사원 다음 전산 자료 전산 자료 토대 대출 본부 저축 등간 입주 여의도 도동 얘기 다음
phishing_대출 사기형_83,대출 사기형,가능 금감원 환급 금감원 금감원 환급 금감원 세무 대행 배정 수납 환급 가능 상태 취소 환급 금감원 금감원 가능 의심 환급 의도 환급 환급 의심 법무 개별 의심 입금 수납 금감원 환급 입금 진액 입금 나머지 금액 금감원 환급 진영 의사 취소 절차 얘기 이상 설득 취소 취소 보이스 피싱 유형 네이버 현대캐피탈 보이스 피싱 유형 일자 이후 상품 이전 사고 접수 법무 진짜 취소 법무 금감원
phishing_대출 사기형_92,대출 사기형,홈페이지 대출 필요 필요 자금 대출 필요 대출 필요 캐피탈 이상 직장인 직장인 직장 근무 보험 적용 급여 대출 가능 연봉 월급 얼마 가능 성함 자금 필요 얼마 필요 카드 카드 이용 최근 대출 최근 대출 근래 카드 카드 이용 신용카드 삼성 카드 삼성 카드 이용 카드 이용 마지막 대출 조회 기록 카드 가능 조회 기록 카드 얘기 카드 대출 가능 조회 카드 얘기 카드 한도 대출 결제 생활 자금 가능 삼성 카드 이용 삼성카드 제휴 카드 가능 당일 결제 생활 자금 카드
phishing_대출 사기형_98,대출 사기형,카드 통합 채권 관리 부서 열람 사장 동의 전산 기관 공문 요청 전산 열람 다음 사장 사장 납부 기업 납부 증명서 납부 사장 우편 대출 입금 대신 신한은행 국민은행 양쪽 통화 납부 카드 삼성 현대 채권 관리 부서 공문 사장 통화 전산 열람 납부 금액 납부 일반 상환 일반 상환 사장 부채 상환 내역 기록 자체 당일 전산 입력 가출 가능 대리 채권 관리 부서 회계 열람 납부 사장 카드 중간 업무 대신 지원 납부 증명서 사장 도움 얘기 사장 사금 일반 자금 현금 자금 저금리 사장 자금 영업 입장 최대한 도움 외삼촌 지인 설정 도움 부결 설명 대출 그때 대출 가능
phishing_대출 사기형_99,대출 사기형,심사 직장 근무 대출 자금 카드 연체 우량 국민은행 긍정 평가 반면 전산 현금 서비스 빈도 과다 최종 상환 능력 평가 미달 부결 현금 서비스 수액 긴급 자금 서비스 대출 소득 현금 서비스 카드 현금 전산 자금 부족 판단 상환 능력 평가 미달 부결 상환 능력 평가 국민은행 추가 자금 상환 오전 전산 상환 능력 평가 한도 금리 조건 가능 부결 다음 직무 심사 실적 연체 상환 신규 국민은행 본점 유치 실적 반영 산상 상환 능력 평가 미달 전산 부결 전산 승인 손해 의사 상환 능력 평가 약간 편법 상환 능력 평가 예외 심사 접수 생각 가요 손해 상환 능력 평가 여부 과장 승인 평가 가능 상환 능력 평가 자금 부족 판단 부결 과장 승인 추후 설명 국민은행 자체 국민은행 과장 통화 접수 과장 일반 접수 위선 대리 실적 인척 관계 친척 이모님 접수 실적
phishing_대출 사기형_105,대출 사기형,안녕 신한은행 이정원 대리 금일 음성 메시지 마이너스 상담 문의 마이너스 마이너스 조건 조건 마이너스 대출 준비 대출 대출 연체 거래 기업 대출 내부 등급 내부 등급 다중 채무 등급 불가 얘기 직장인 사업 자분 직장 연봉 채무 채무 저축 캐피탈 캐피탈 저축 문의 가능 내부 등급 내부 등급 다중 채무 등급 불가 얘기 나이스 가능 직종 직종 직장 사무직 재직 재직 가량 연봉 작년 연말 정산 보험 적용 채무 금액 신용카드 이용 신용카드 이용 현금 서비스 카드 가요 현금 서비스 작년 작년 작년 수익 이용 캐피탈 자금 금리 프로 금리 카드 이용 카드 이용 카드 카드 금리 카드 나이스 등급 캐피탈 카드 금리 나이스 올크 레딧 차이 카드 등급 기존 사용량 한도 발생 카드 이용 결과 자금 대출 용도 생각 이자 대환 지난달 지난달 대환 일부 생산 자금 자금 대환 신규 자금 가량 조회 결과 마지막 성함 생년월일 자리 부탁 외자 정보 감사 조회 결과 주회 수요 시간 시간 시간 소요 점심 식사 이후 통화 감사 이름 연락처 문자 발송 사항 사항 감사
phishing_바로 이 목소리_58,수사기관 사칭형,고소 사건 설명 설명 설명 사이 사이 이유 수사 지난주 금요일 주범 근육 기단 검거 검거 현장 대량 카드 압수 명의 국민은행 농협 포함 여부 국민은행 여부 국민은행 농협 개설 국민은행 농협 아무것 조사 서울 개설 범죄자 동안 대포 불법 자금 세탁 이번 사건 연루 일부분 판매 일부분 개인 정보 유출 피해 이번 사건 수사 경찰청 입장 이번 사건 연루 판매 조사 오해 신고 이동욱 사기 명의 주범 근육 기단 사건 공범 신고 서울 지방 경찰청 지능 범죄 수사 핸드폰 사무실 개인 녹취 내선 녹취 조사 다음 판단 이번 사건 직접 가담자 정보 유출 피해자 여부 판단 녹음 상태 조사 통화 녹취 사건 수사 증거 자료 질문 답변 녹취 시작 동역 사건 녹취 조사 과정 서울 지방 경찰청 지능 범죄 수사 근무 이호준 수사관 피해자 이동욱 오후 분경 서울 송파구 송파동 지점 농협 개설 오후 분경 서울 강남구 역삼동 지점 국민은행 개설 타인 판매 양도 국민은행 농협 거래 거래 신한은행 신한은행 신한은행 주민 등록증 운전 면허증 분실 분실 진술 거짓 녹음 설명 이번 사건 규모 사건 수신형 피해자 금전 피해 주장 아무것 피해자 개인 정보 유출 대포 차후 범죄자 명의 개설 불법 거래 이용 절차 추적 송주 범죄자 공모 피해자 증명 피해 발생 중요 이해 조회 주장 정부 유출 피해자 조회 고함 조회 명의 거래 이용 정지 거래 이용 정지 생활 불편 가요 카드 이용 정지 피해자 가담자 정확 생활 불편 가요 예금자 보호법 예금자 보호법 미만 보호 대상 자산 요구 보유 자산 이상 이상 보유 자금 해당 대략 금액 진술 보호 수사 요청 팀장 신한은행 신한은행 적금 가요 신한은행 금액 보유 금액 얼마 신한은행 정확 금액 스마트 뱅킹 인터넷 뱅킹 전문 팀장 연결 추적 도요 성실 수사 협조 잠시 연결 메모 메모 가능 메모
phishing_수사기관 사칭형_2,수사기관 사칭형,통화 가능 주변 김명수 사람 남성 남성 명수 김명수 일당 범죄 근거 검거 경기 검거 현장 경기도 용인시 미하 우스 대량 대포통장 체크카드 압수 사건 현장 명의 통력 기업 발견 기업 농협 기업 기업 농협 농협 농협 해당 공문 요청 결과 불법 도박 사이트 자금 필리핀 마닐라 인출 정리 영등포구 당산동 당산 지점 명의 이틀 개설 타인 개설 당산 지점 당산 지점 영등포구 당산동 당산 지점 김명수 이유 개설 김명수 일당 개인 정보 유출 명의 도용 전자 피해 소환 조사법 구왕 조라 온라인 소환 조사 온라인 소환 조사법 사건 피해자 가해자 판단 사관 양쪽 혐의점 온라인 진술 조사 시행 이해 이해 이해 시발
phishing_수사기관 사칭형_4,수사기관 사칭형,서울 중앙지 첨단 범죄 수사 전원 이영진 수사관 김봉일 사람 김봉일 사람 남성 수사 김봉일 범죄 기단 검거 검거 검거 현장 대량 카드 대포 보안 카드 압수 압수 물품 김봉일 농협 발견 개설 농협 김희은 대출 명의 유순 유순 전반 이유 개설 김동일 일당 금전 대가 판매 가해자 개인 정보 유출 명의 도용 피해자 중심 조사 개설 시기 불법 현장 발견 피해자 피해 이해 피해자 가해자 조사 신분 유순 조사 과정 전반 녹취 형태 녹취 형태 이유 피해자 차후 실적 중요 자료 녹취 동의 개발 날짜 경기도 광명시 천산 지점 농협 개설 불법 현장 압수 동의 동결 동결 단어 동결 단어 농협 자리 자리 자리 앞자리 자리 앞자리 동의 근육 이름 근육 농협 앞자리 시작 신한은행 동의 이해 자리 자리 일치 동의 동결 동결 이상 불법 자금 의금 지급 중지 이해 거래 상호 명만 이유 결산 발견 김동일 일당 불법 간주 동결 개인 비밀 조사 유선 어려움 사건 인지 차후
phishing_수사기관 사칭형_8,수사기관 사칭형,고소 과정 압수 품목 통화 명의 농협 최근 지갑 신분 분실 도난 발생 카드 사나 이치 개인 정보 유출 그때 농협 개설 날짜 경기도 강릉시 철산동 개설 지인 강릉시 철산동 목소리 이유 농협 대포 케이 김태호 판매 양도 개인 정보 유출 피해 진술 개인 정보 유출 지갑 신분 도난 김태호 검거 대포 발견 주인 대가 판매 생각 직업 신분 사람 주거지 투명 사람 사람 위주 조사 신뢰 직업 근무 농협 네이버 중고 나라 사이트 고가 항공 명목 피해자 입금 물품 전달 사기 사건 법인 법인 개인 조회 법인 진술 공문 자택 공문 사건 부탁 성함 서울 중앙 지방 법원 첨단 범죄 수사 변경 수사관 공문 이름 이름 이름 이름 개명 개설 개명 얘기 예전 이름 충고 유출 공문 대표 공문
phishing_수사기관 사칭형_11,수사기관 사칭형,서울 중앙 지방 검찰청 첨단 범죄 수사 민혁 계장 메모 김동일 이유 수사 김동일 주범 군영 범죄 기단 검거 검거 당시 현장 대량 카드 대포통장 보안 카드 압수 농협 대포통장 발견 농협 농협 군인 불법 현장 발견 농협 아시 김동일 조사 김동일 단과 금전 거래 내역 통화 내역 농협 불법 제외 군인 군인 국민 국민은행 국민은행 농협 국민 농협 국민 농협 국민 군인 발견 의사 동결 동결 단어 설명 동결 불법 펀드 명의 불법 자금 불법 자금 김동일 입출금 정지 거래 정지 폐지 피해자 입증 폐지 걱정 필요 이성욱 군인 조사 이유 설명 군인 조사 당시 진술 군인 군인 발견 군인 김동일 단의 불법 관제 동결 농협 불법 제외 군인 군인 국민 국민은행 국민은행 국민 농협 국민 농협 국민 군인 발견 의사 동결 선기 나머지 휴먼 나머지 농협 용도 개설 농협 저축 적금 적금 적금 적금 일반 입출금 입출금 입출금 생각 입출금 이외 예금 주택 청약 마이너스 대출 저축 아빠 이름
