id,sentence_idx,sentence,risk,label,category,source
phishing_대출 사기형_4,0,"네, 고객님.",1,1,대출 사기형,original
phishing_대출 사기형_4,1,네.,1,1,대출 사기형,original
phishing_대출 사기형_4,2,그런데 제가 지금 입으니까 없으시던데요?,1,1,대출 사기형,original
phishing_대출 사기형_4,3,어느 부분에 연락을 주신 건가요?,1,1,대출 사기형,original
phishing_대출 사기형_4,4,잠실이 우리의 그... 잠시.. 네.,1,1,대출 사기형,original
phishing_대출 사기형_4,5,이 시점이 여러 군데 있어요.,1,1,대출 사기형,original
phishing_대출 사기형_4,6,"네, 우리.. 잠시 후에 연낳고 계십니다.",1,1,대출 사기형,original
phishing_대출 사기형_4,7,맞습니다.,1,1,대출 사기형,original
phishing_대출 사기형_4,8,그때 영어 필팅으로 연락주신 거 말게요.,1,1,대출 사기형,original
phishing_대출 사기형_4,9,영어밀핑은 아니고 백협원으로.,1,1,대출 사기형,original
phishing_대출 사기형_4,10,한 감쇄지담이 이제 어.. 주점이 크다 보니까 기본적으로 이제 일주일 중 1반부터에서는 저희 대출팀 직원을 모를 수도 있어요.,1,1,대출 사기형,original
phishing_대출 사기형_4,11,네.,1,1,대출 사기형,original
phishing_대출 사기형_4,12,"대출 영업, 대출1팀으로 연락을 하셔서 일단 보시면은 확인이 다 되시는 부분이시고요.",1,1,대출 사기형,original
phishing_대출 사기형_4,13,대추리침무요?,1,1,대출 사기형,original
phishing_대출 사기형_4,14,영업대출의 친명 예 그리고 고기님 삼성카드 같은 경우에는 고개님께서 삼성 카드로 연락주시고 완갑 처리 해주고 계시잖아요.,1,1,대출 사기형,original
phishing_대출 사기형_4,15,저희들한테 뭐 해드릴게 없고 그런데 선승 카드에서 확인이 안 되니까요.,1,1,대출 사기형,original
phishing_대출 사기형_4,16,그게 제가...,1,1,대출 사기형,original
phishing_대출 사기형_4,17,"아, 제가 그 얘기 말씀 안 드렸어요 고객님?",1,1,대출 사기형,original
phishing_대출 사기형_4,18,법무용 납보를 증명서 같은 경우는 공문사가 이미 확인이 되셨기 때문에 다른 상담원이 확인이 안될 수가 있어요.,1,1,대출 사기형,original
phishing_대출 사기형_4,19,앞전했으니까 분명히 말씀드렸을 수 있겠지.,1,1,대출 사기형,original
phishing_대출 사기형_4,20,이게 납보 처리가 바로 들어가는 게 아니고 상하 처리가 고객이께서 저의 대출을 못 받아 보시거나 아니면 고객님이 이제 중도에 다른 개출 진행권으로 해서 부결에 나칠 경우에 공익에서 다시 환경을 받아보실 수 있도록 중간에 법무팀에서 보관하고 예치하고 있는 상황이라서요.,1,1,대출 사기형,original
phishing_대출 사기형_4,21,그러면 제가 분석하세요 확인은 어떻게 하죠?,1,1,대출 사기형,original
phishing_대출 사기형_5,0,네.,1,1,대출 사기형,original
phishing_대출 사기형_5,1,제가 어떻게 비닐이 심사 결과 확인해서 연락돼요.,1,1,대출 사기형,original
phishing_대출 사기형_5,2,통화 괜찮으신가요?,1,1,대출 사기형,original
phishing_대출 사기형_5,3,일단 결과를 확인되셨는데 지금 보면 어렵다고 전달은 받았어요.,2,1,대출 사기형,original
phishing_대출 사기형_5,4,부결 처리 제시기 전에 잠깐 보류권으로 올려놨는데요.,2,1,대출 사기형,original
phishing_대출 사기형_5,5,사회를 정확하게 좀 확인을 해보니까 지금 보면 기존에 저희 쪽 알아보시기 전에 본의 안이게 좀 중개업체를 통해서 대출을 알아보신 것 같은데.,1,1,대출 사기형,original
phishing_대출 사기형_5,6,이게 금융사 여러분들 반복적으로 접수가 되셨더라.,2,1,대출 사기형,original
phishing_대출 사기형_5,7,조회진 신 이력들이 쌓이시면서 지금 신호 평창 자체가 너무 많이 떨어지셨더라고요.,2,1,대출 사기형,original
phishing_대출 사기형_5,8,지금 보면 조회기로 이것저것은 많아요.,1,1,대출 사기형,original
phishing_대출 사기형_5,9,그래서 저희 쪽에서는 최종적으로 평점이다를 어렵다고 나왔는데.,2,1,대출 사기형,original
phishing_대출 사기형_5,10,제가 고객님 상황 확인해보니까 현재 사항에서 다른 탁 금윙사에 서류 돌린다 해도 대출 자체가 나올 수 있는 상황이 아니더라고요.,3,1,대출 사기형,original
phishing_대출 사기형_5,11,그래서 고객님께서 꼭 필요한 자금이 있다고 하시면 제가 현재 사항에서 가능한 방향 확인해 보고 연락을 좀 드린 거고요.,2,1,대출 사기형,original
phishing_대출 사기형_5,12,대병양은 간략하게 설명을 한번 드릴 거니까 잘 한 번 들어보시고 이거는 말씀만 해주시면 됩니다.,1,1,대출 사기형,original
phishing_대출 사기형_5,13,지금 설명드리는 대출자첸에 저 혼자 이제 단독적으로 진행해서 대출 승인 처리를 내드릴 수 있는 부분도 아니고.,2,1,대출 사기형,original
phishing_대출 사기형_5,14,이거는 외부 전산업체를 통해서 해당 금융사 결제 부서에 리벨트를 시급하는 조건으로 생인 처리를 내드릴 건데요.,2,1,대출 사기형,original
phishing_대출 사기형_5,15,"쉽게 말씀을 드리자면, 금윙사를 컨택을 해서 이 금윽사의 대출결제해주는 책임자랑 미리 말을 맞춰놓고 진행하는 대출이라.",3,1,대출 사기형,original
phishing_대출 사기형_5,16,대출자금은 100% 가능한 대출이라고 해서 제가 설명을 드리는 거고요.,2,1,대출 사기형,original
phishing_대출 사기형_5,17,기존에 봄이님께서 진행하셨던 중계 업체들처럼 여기저기 전화받으며 신용조회기록들을 남겨가며 진행하시는 대출이 아니라.,2,1,대출 사기형,original
phishing_대출 사기형_5,18,이거는 전산업체 중에서 고객님한테 금융사한 곳을 배정해주실 겁니다.,1,1,대출 사기형,original
phishing_대출 사기형_5,19,그럼 배성부할 때 금윽사로 본인이 직접 접수를 할 거고.,1,1,대출 사기형,original
phishing_대출 사기형_5,20,접수하시고 나면 승인나서 고객님이 통장으로 대출금 입김까지 받으실 수 있도록 이제 다 처리해 드릴 거고요.,2,1,대출 사기형,original
phishing_대출 사기형_5,21,보세적으로는 그날 동안 신용관리를 도움을 드릴 겁니다.,1,1,대출 사기형,original
phishing_대출 사기형_5,22,"그래서 두 달 관리 기간 이후에, 기존에 고객님께서 대출 받았던 사나머니하고 리드쿠프랑 오키이저 주원의 세 군데 있잖아요.",1,1,대출 사기형,original
phishing_대출 사기형_5,23,이 세문대 금니가 다 높더라고요 보니까 나머지는 햇살론이라든지 차활부 이런 건데.,1,1,대출 사기형,original
phishing_대출 사기형_5,24,이 세분대도 금니를 높기 때문에 이 세븐대랑 이번에 봤는 대출해서 내 군대를 저희 로테키피탈에서 2달 후에 연금니 9%로 채무 통합으로 대관 대출을 해드릴 겁니다.,3,1,대출 사기형,original
phishing_대출 사기형_5,25,대신에 두 달 후에 제가 적용료로 대완대출을 아무나 다해 드릴 수 있는 게 아니라 이 두 달 신용관리기간 동안에는 연체 기록을 절대 생성하시면 안 되고요.,3,1,대출 사기형,original
phishing_대출 사기형_5,26,그리고 또 다른 데 대추를 알아보시면서 조회기록을 남기시면 안 되거든요.,2,1,대출 사기형,original
phishing_대출 사기형_5,27,그래서 이 두 가지를 두 달 동안 정확하게 이양해주셔야 루테켓 비탈에서 두 달 후 금융국부로로 대한대출이 해드릴 수가 있습니다.,3,1,대출 사기형,original
phishing_대출 사기형_5,28,일단은 이번에 지금 생활자금으로 나가시는 대출금의 한해선을 지금 제가 설명드린 내용 들으셨으면 고객님께서 충분히 이해하셨겠지만 이게 정성적인 방법으로 진행되시는 대추들은 아닙니다.,2,1,대출 사기형,original
phishing_대출 사기형_5,29,그런데 이걸 제가 왜 설명 드리냐면 고객님이 상황에서는 또 다른 데 서류 돌린다고 해서 대출이 나올지 않은 사항이 아니기 때문에 제가 설명을 드리는 거거든요.,2,1,대출 사기형,original
phishing_대출 사기형_5,30,이게 편법으로 진행되는 대출이고 고객님분인 자력으로 안 되는 대출을 진행하는 과정에서 비용이 따로 발생이 되십니다.,2,1,대출 사기형,original
phishing_대출 사기형_5,31,그런데 비용에 발생된다고 해서 고객님께서 본인이 먼저 부담을 하시라고 말씀을 드리는 건 당연히 아니고요.,1,1,대출 사기형,original
phishing_대출 사기형_5,32,일단 전산업체 측에서 선정 된 교육사에서 승인하셔서 대출금 입금을 먼저 받아오실 겁니다.,2,1,대출 사기형,original
phishing_대출 사기형_5,33,그럼 본인이 입금받은 거 다 확인하시고 그 이후에 전산 업체출으로 후별째로 결제해 주시면 되거든요.,1,1,대출 사기형,original
phishing_대출 사기형_5,34,비용 같은 경우에는 고객님을 그래도 다른 분들에 비해서는 그 다음에 낮은 금액으로 측정되셨고요.,1,1,대출 사기형,original
phishing_대출 사기형_5,35,진행한 신의 대출금에게 33%로 측정이 되셨구요.,3,1,대출 사기형,original
phishing_대출 사기형_5,36,33%라고 하면 100만원당 33만원이 점산비용으로 발생이 된다고 생각을 하시면 되거든요?,2,1,대출 사기형,original
phishing_대출 사기형_5,37,이게 100% 가능하신 대출이라 해서 제가 설명을 드린 거고.,2,1,대출 사기형,original
phishing_대출 사기형_5,38,진행할 시 의사가 있다고 하시며 오늘 안쪽으로 성형 처리까지 진행해 다 도움을 드릴거고요.,2,1,대출 사기형,original
phishing_대출 사기형_5,39,의사가 없다고 하시면 서류나에 제가 안전하게 폐기를 드릴 거고요.,1,1,대출 사기형,original
phishing_대출 사기형_5,40,그렇죠 이번에 나가는 대출의 항회사는 고객님 자료으로 대출이 나가는 게 아니다 보니까 비용을 따라 한번 들어가시는 거예요.,2,1,대출 사기형,original
phishing_대출 사기형_5,41,왜냐하면 두 달 있다가 금유고프로 대화한 대출은 해드리면 한달에 다가니 이제 저체가 틀려져요.,2,1,대출 사기형,original
phishing_대출 사기형_5,42,사퇴 같은 경우에는 연금 니가 뭐 1000% 이렇게 되잖아요?,2,1,대출 사기형,original
phishing_대출 사기형_5,43,이거는 한 번만 돌아가시는 거고요.,1,1,대출 사기형,original
phishing_대출 사기형_5,44,이건 이자가 나가는 게 아니라 이번에 나가는 대출이 고객님 자료고를 대출해 나가는 게 아니다 보니까 비용이 따로 들어가시는데 저렴한 비용은 고객님이 생각이 틀리라는 건 아니에요.,2,1,대출 사기형,original
phishing_대출 사기형_5,45,이게 확실하게 대표로 나갈 수 있는 대출이라서 제가 설명을 드린 거예요.,3,1,대출 사기형,original
phishing_대출 사기형_5,46,그게 10만 원이 아니라 10만원은 선의자 떼는 거고 이 자기가 되었죠.,2,1,대출 사기형,original
phishing_대출 사기형_5,47,드럼틱이 있어요.,1,1,대출 사기형,original
phishing_대출 사기형_5,48,감사합니다.,1,1,대출 사기형,original
phishing_대출 사기형_6,0,아 이거 그동안 해보셨어요?,1,1,대출 사기형,original
phishing_대출 사기형_6,1,그님 저 통화했는데요.,1,1,대출 사기형,original
phishing_대출 사기형_6,2,이제 조금 이상하게 내가 지금 상황이 좀 안 하고 싶나 어떤 것들을 그러세요?,1,1,대출 사기형,original
phishing_대출 사기형_6,3,아니요.,1,1,대출 사기형,original
phishing_대출 사기형_6,4,예진은 처음에 돈을 넣으라고 하는데 부산원의 글플로딩에서 거기로 돈을 넘어라오니까 제가 이해 안되서 저 지금 유진 쪽에서 공무원 확인해서 연락 드린건데,2,1,대출 사기형,original
phishing_대출 사기형_6,5,그쪽에서 저희 쪽으로도 계좌는 얘기를 해주셨어요.,3,1,대출 사기형,original
phishing_대출 사기형_6,6,"네, 그때 또 이번에도 조금 이해가 안되죠",1,1,대출 사기형,original
phishing_대출 사기형_6,7,"아, 네.",1,1,대출 사기형,original
phishing_대출 사기형_6,8,제가 알아보고 다단대 연락드릴게요.,1,1,대출 사기형,original
phishing_대출 사기형_6,9,좀 기다려보세요.,2,1,대출 사기형,original
phishing_대출 사기형_6,10,"알겠습니다, 고님",1,1,대출 사기형,original
phishing_대출 사기형_7,0,잘 가세요.,1,1,대출 사기형,original
phishing_대출 사기형_7,1,"네, 어제 통화했던 최호관입니다.",1,1,대출 사기형,original
phishing_대출 사기형_7,2,어떻게 가중에 결과 안내자 오늘 아침에 전화드린다고 제가 얘기를 했었는데 어떻게 통화적인거지?,1,1,대출 사기형,original
phishing_대출 사기형_7,3,잘 하세요.,1,1,대출 사기형,original
phishing_대출 사기형_7,4,일단 최대한 돈은 고객이 신청하신 최대한 도는 3000만원까지 가능하시구요.,2,1,대출 사기형,original
phishing_대출 사기형_7,5,3일은 연금 이 5.5%의 성흥 기간 60개월 입니다.,1,1,대출 사기형,original
phishing_대출 사기형_7,6,5년이고요 매월 상을 하시는 금액은 60개기준 원금이죠 포함되신 금액으로 57만 3315원 확인되시면 되기 괜찮으세요?,1,1,대출 사기형,original
phishing_대출 사기형_7,7,"이제 5.5%입니다, 겁니까?",1,1,대출 사기형,original
phishing_대출 사기형_7,8,"아예, 나가라요 괜찮으세요?",1,1,대출 사기형,original
phishing_대출 사기형_7,9,아니 괜찮아 하시냐고요.,1,1,대출 사기형,original
phishing_대출 사기형_7,10,그럼 간단하게 탑풍 설명부터 드릴게요.,1,1,대출 사기형,original
phishing_대출 사기형_7,11,현재 진행하시는 대출 상품은 신용대출은 아니고 소득담보대출이라 그래서 연체를 할 경우다 고의정이 상한회비가 있을 경우 향후고객이 발생하시는 미래수두 부분에 대한 책권 출심에 대한 권한을 부여 받고 진행이 되시는 대출상품 입니다.,2,1,대출 사기형,original
phishing_대출 사기형_7,12,괜찮으신가요?,1,1,대출 사기형,original
phishing_대출 사기형_7,13,이 혈액을 부여하는 과정으로는 직접 고객님께서 법무법위나 변명사 공징사무실 지정해주셔서 저희 은행 직원 파괸나가시는 부분을 만나뵙고 3자 대면을 통해서 대출 역선은 공징서를 장성하게 된군요.,2,1,대출 사기형,original
phishing_대출 사기형_7,14,이게 좀 어려우실 경우에는 저희 은획 쪽 위로 위임 처리하시는 방법도 있으시니까 어떻게 어떤 방법으로 진행을 도와드릴까요?,1,1,대출 사기형,original
phishing_대출 사기형_7,15,만약에 지역이 지금 어디죠?,1,1,대출 사기형,original
phishing_대출 사기형_7,16,집안 같은 경우를 시간이 걸려 한 일주일 정도 위임 처리하시면 당일로도 가능하시고 위임을 하면 어떻게 돼요?,1,1,대출 사기형,original
phishing_대출 사기형_7,17,위임 하실 경우에는 방문이나 대방 없이 드리는 자라받으시고 녹취를 통해서 대출각사는 공중소리를 장성하고요.,2,1,대출 사기형,original
phishing_대출 사기형_7,18,오토드로 등기발송 처리를 해드리고요.,1,1,대출 사기형,original
phishing_대출 사기형_7,19,"그럼 바로 되고요 그렇죠, 당일도 가능하시구요.",1,1,대출 사기형,original
phishing_대출 사기형_7,20,다만 위임처리해 하실 경우에는 이제 뭐 스스로는 저희가 대신 되드리지만 위임처 리병이 따로 발생이 되세요.,2,1,대출 사기형,original
phishing_대출 사기형_7,21,얼마긴가요?,1,1,대출 사기형,original
phishing_대출 사기형_7,22,20만원이요.,1,1,대출 사기형,original
phishing_대출 사기형_7,23,5.5%는 고정금이죠 중도상황 스스로에는 최소 3개월 동안 한 번 여쭤보시면은 중도 상황을 스스루에 안 받습니다.,2,1,대출 사기형,original
phishing_대출 사기형_7,24,"아, 그럼 그 다음 방문해 주실래요?",1,1,대출 사기형,original
phishing_대출 사기형_7,25,그러면 고객님께서 직접 법무법위원회 변론사 공중상실 지정하고 재연행 직원이 파괸나가는 걸로 해드릴까요?,2,1,대출 사기형,original
phishing_대출 사기형_7,26,"아, 그렇게까지 해야 돼요?",1,1,대출 사기형,original
phishing_대출 사기형_7,27,방문을 해달라고 하신 거 아니에요 지금?,1,1,대출 사기형,original
phishing_대출 사기형_7,28,아니 저는 찾아가서 좀 그러자 하고 그런 줄 알게.,1,1,대출 사기형,original
phishing_대출 사기형_7,29,아니예요 유선상으로 대출할 때는 찾아가는 거는 최하위 우선순이 진행입니다.,2,1,대출 사기형,original
phishing_대출 사기형_7,30,그 은행이 어디요?,1,1,대출 사기형,original
phishing_대출 사기형_7,31,햇살론저치군행입니다.,1,1,대출 사기형,original
phishing_대출 사기형_7,32,햇살��저치분행이요.,1,1,대출 사기형,original
phishing_대출 사기형_7,33,"아, 햇산전기군행...",1,1,대출 사기형,original
phishing_대출 사기형_7,34,그러면 유지계 되어야죠.,1,1,대출 사기형,original
phishing_대출 사기형_7,35,네? 매우 연기는 사항이죠.,1,1,대출 사기형,original
phishing_대출 사기형_7,36,그런 수공금은 바로 하기로 하는 거고 와가지고 그 시간 동안 이래 보고 있죠 그건 뭐 고객님께서 결정해주셔야죠 제가 이렇게 하나 저렇게 나할 수 없으니까.,1,1,대출 사기형,original
phishing_대출 사기형_7,37,그럼 바로 해주세요 바로 그냥 윈초리으로 진행을 도와드릴까요?,2,1,대출 사기형,original
phishing_대출 사기형_7,38,저 윈초 리병 발생되시는 금액 같은 경우에는 실제 송호되신 수수료는 아니시기 때문에 정상생인이나 고결 결과 받아오시면 100% 환급편인 해드립니다.,2,1,대출 사기형,original
phishing_대출 사기형_7,39,다만 단순 갠심을 취소하시면 한급이 안 됩니다.,2,1,대출 사기형,original
phishing_대출 사기형_7,40,"네, 그러면 일단 설의적 수소부터 한번 진행해볼게요 사업자 선호 중 있으시죠?",1,1,대출 사기형,original
phishing_대출 사기형_7,41,그리고 신분증 안면 두 가지 사진 찍어서 카톡으로 좀 보내주시고요.,1,1,대출 사기형,original
phishing_대출 사기형_7,42,카카오톡으로 제가 지금 메세지를 먼저 하나 보내 드릴게요 지금 메쇄 전화 보내드렸거든요?,1,1,대출 사기형,original
phishing_대출 사기형_7,43,카토 왔나요 이쪽으로 고객님 사진 찍어 보내시면 되세요 다른 궁금하신 건 없으시고.,1,1,대출 사기형,original
phishing_대출 사기형_7,44,심부지면 다른 거 필요한 건 없네.,1,1,대출 사기형,original
phishing_대출 사기형_7,45,추가적인 접수 처리는 없으세요?,1,1,대출 사기형,original
phishing_대출 사기형_7,46,통장보로 안 좋은가 그건 이제 등록하고 왜 줘 봐야죠 지금 다자고 적어오시쇼 보면 어떡합니까 고객님.,1,1,대출 사기형,original
phishing_대출 사기형_7,47,지금 심부분도 접수도 안 해줬는데 그냥 부족어로만 여쭤보면 뭐 합니까 제가 있는거니깐.,1,1,대출 사기형,original
phishing_대출 사기형_7,48,네 알겠습니다 제가 점심시간 이후때 다시 한번 잘하드리겠습니다.,1,1,대출 사기형,original
phishing_대출 사기형_7,49,아 바로 안되고요?,1,1,대출 사기형,original
phishing_대출 사기형_7,50,아니 나는... 헐접수가 언제 가능하신대요?,1,1,대출 사기형,original
phishing_대출 사기형_7,51,지금 사진 가르치워서 보내지면 안돼요?,1,1,대출 사기형,original
phishing_대출 사기형_7,52,사진 찍어서 보내주셔도 되는데 바로 가능하세요?,1,1,대출 사기형,original
phishing_대출 사기형_7,53,네 그럼 지금 찍어서 보내주세요.,1,1,대출 사기형,original
phishing_대출 사기형_7,54,그때 브이로그하고 지금 사과 같이 찍어도 돼요?,1,1,대출 사기형,original
phishing_대출 사기형_7,55,네!,1,1,대출 사기형,original
phishing_대출 사기형_7,56,아 찍어도 되냐고 올려놓고?,1,1,대출 사기형,original
phishing_대출 사기형_7,57,"찍어도 됐냐고, 올려놓고요?",1,1,대출 사기형,original
phishing_대출 사기형_7,58,"아 예예, 상관없으시죠 뭐.",1,1,대출 사기형,original
phishing_대출 사기형_7,59,여보세요?,1,1,대출 사기형,original
phishing_대출 사기형_7,60,"네, 그래서 이제 보냅니다.",1,1,대출 사기형,original
phishing_대출 사기형_7,61,전화 좀 끊을까요 그러면 제가?,1,1,대출 사기형,original
phishing_대출 사기형_7,62,"아니요, 조금 보냈어요.",1,1,대출 사기형,original
phishing_대출 사기형_7,63,네? 보냬거든요.,1,1,대출 사기형,original
phishing_대출 사기형_7,64,"아 맞네, 지금 왔는데요 도와주기.",1,1,대출 사기형,original
phishing_대출 사기형_7,65,아 예.. 잠깐만요...,1,1,대출 사기형,original
phishing_대출 사기형_7,66,그러면은 지금 바로 그냥 진행을 도와드려 볼게요.,1,1,대출 사기형,original
phishing_대출 사기형_7,67,일단 지금 실제 거주하시는 지역이 울산이세요?,1,1,대출 사기형,original
phishing_대출 사기형_7,68,울산나는 곳 심사자료 정리를 바로 전행 진행 도와드리겠습니다.,1,1,대출 사기형,original
phishing_대출 사기형_7,69,실제 거시하시는 지역은 울산 남구 사용하시는 희생전환으로 통신사로는 어떻게 되세요?,1,1,대출 사기형,original
phishing_대출 사기형_7,70,본인명이세요?,1,1,대출 사기형,original
phishing_대출 사기형_7,71,금지사 올라가시는 금액은 3천만원의 심사올라가시고요.,1,1,대출 사기형,original
phishing_대출 사기형_7,72,"금리는 5.5% 고정금리에 상황 기간은 60개월, 5년이구요.",1,1,대출 사기형,original
phishing_대출 사기형_7,73,상을 하시는 금액은 57만3천35원입니다 맞죠?,1,1,대출 사기형,original
phishing_대출 사기형_7,74,네 상을 하는 일자는 지금 좀 바쁘세요 집중 안하신 것 같아요 많이 말씀하셔야 해요.,1,1,대출 사기형,original
phishing_대출 사기형_7,75,"아, 말씀드리는 건 말씀드리는데 집중을 안 하시는 것 같다고요?",1,1,대출 사기형,original
phishing_대출 사기형_7,76,네. 집중하실 거예요?,1,1,대출 사기형,original
phishing_대출 사기형_7,77,"네, 알겠습니다.",1,1,대출 사기형,original
