id,segment_risks,label,category,source
normal_상품 가입 및 해지_[수정]20210202 104826,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 104942,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105052,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105202,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105305,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105428,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105606,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 111439,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 111603,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 111734,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 111854,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112137,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112301,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112447,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112613,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112730,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112901,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113057,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113213,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113339,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113518,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113804,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113943,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114112,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114235,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114405,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114536,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114654,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114822,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114947,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 115145,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 115258,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 115444,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 115945,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120048,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120201,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120309,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120415,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120543,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120710,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120829,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120958,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 121124,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 121240,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 121409,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133023,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133144,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133252,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133407,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133524,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133640,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133805,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133931,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134037,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134200,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134254,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134445,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134559,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134704,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134825,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134932,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 135102,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 140609,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 140720,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 140829,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 140940,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141041,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141201,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141314,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141415,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141527,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141624,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141730,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141911,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142019,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142144,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142254,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142357,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142509,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142631,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142754,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142917,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 143034,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 143203,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 143312,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 153936,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154316,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154437,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154548,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154654,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154820,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154917,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155039,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155220,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155346,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155503,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155635,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155824,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155932,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 160120,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 160243,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 160350,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 165628,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 165748,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 165907,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170019,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170210,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170339,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170515,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170633,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170825,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 171022,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 171216,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 171348,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180018,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180227,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180357,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180525,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180652,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180833,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181015,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181140,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181333,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181457,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181615,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181925,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182049,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182208,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182358,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182544,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182730,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182904,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183034,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183158,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183321,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
