id,segment_risks,label,category,source
phishing_대출 사기형_15,"[3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 2, 3, 3, 3, 1, 1, 1]",1,대출 사기형,original
phishing_대출 사기형_16,"[1, 2, 2, 3, 3, 3, 2, 2, 2, 1, 1]",1,대출 사기형,original
phishing_대출 사기형_17,"[1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1]",1,대출 사기형,original
phishing_대출 사기형_18,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,대출 사기형,original
phishing_대출 사기형_19,"[2, 2, 2, 2, 2, 3, 3, 3, 1, 1, 2, 2, 3, 3]",1,대출 사기형,original
phishing_대출 사기형_20,"[3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2]",1,대출 사기형,original
normal_상품 가입 및 해지_[수정]20210202 102125,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 102230,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 102337,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 102451,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 102605,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 102718,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 102834,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 102950,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 103224,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 103342,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 103506,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 103714,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 103837,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 104004,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 104221,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 104401,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 104534,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 104700,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 104826,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 104942,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105052,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105202,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105305,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105428,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 105606,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 111439,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 111603,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 111734,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 111854,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112137,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112301,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112447,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112613,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112730,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 112901,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113057,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113213,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113339,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113518,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113804,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 113943,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114112,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114235,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114405,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114536,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114654,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114822,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 114947,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 115145,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 115258,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 115444,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 115945,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120048,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120201,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120309,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120415,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120543,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120710,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120829,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 120958,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 121124,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 121240,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 121409,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133023,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133144,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133252,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133407,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133524,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133640,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133805,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 133931,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134037,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134200,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134254,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134445,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134559,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134704,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134825,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 134932,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 135102,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 140609,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 140720,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 140829,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 140940,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141041,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141201,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141314,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141415,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141527,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141624,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141730,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 141911,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142019,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142144,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142254,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142357,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142509,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142631,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142754,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 142917,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 143034,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 143203,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 143312,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 153936,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154149,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154316,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154437,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154548,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154654,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154820,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 154917,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155039,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155220,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155346,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155503,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155635,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155824,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 155932,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 160120,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 160243,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 160350,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 165628,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 165748,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 165907,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170019,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170210,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170339,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170515,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170633,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 170825,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 171022,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 171216,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 171348,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180018,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180227,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180357,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180525,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180652,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 180833,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181015,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181140,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181333,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181457,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181615,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 181925,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182049,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182208,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182358,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182544,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182730,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 182904,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183034,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183158,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183321,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183502,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183704,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 183836,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 184008,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 184148,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 211156,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 211327,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 211616,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 211859,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 212034,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 212159,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 212343,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 212624,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 212904,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 213042,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 213255,"[1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 213358,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 213808,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 213945,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 214142,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 214341,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 214555,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 214724,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 215300,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 215530,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 215714,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 215836,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 215950,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220051,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220156,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220256,"[1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220400,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220510,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220608,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220712,"[1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220808,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 220935,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 221329,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 221530,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 221744,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 221925,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 222037,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 222155,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 222322,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 222443,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 222603,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 222727,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 222842,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 222954,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 223153,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 223311,"[1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210202 223442,"[1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210203 210259,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210203 210456,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210203 210626,"[1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210203 210800,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
normal_상품 가입 및 해지_[수정]20210203 210932,"[1, 1, 1, 1, 1, 1, 1, 1]",0,상품 가입 및 해지,original
