id,segment_risks,label,category,source
normal_aug_0065,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0066,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0067,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0068,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0069,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0070,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0071,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0072,"[1, 1, 1]",0,B,normal_combined
normal_aug_0073,"[1, 1, 1]",0,B,normal_combined
normal_aug_0074,"[1, 1, 1]",0,B,normal_combined
normal_aug_0075,"[1, 1, 1]",0,B,normal_combined
normal_aug_0076,"[1, 1, 1]",0,B,normal_combined
normal_aug_0077,"[1, 1, 1]",0,B,normal_combined
normal_aug_0078,"[1, 1, 1]",0,B,normal_combined
normal_aug_0079,"[1, 1, 1]",0,B,normal_combined
normal_aug_0080,"[1, 1, 1]",0,B,normal_combined
normal_aug_0081,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0082,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0083,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0084,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0085,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0086,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0087,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0088,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0089,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0090,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0091,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0092,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0093,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0094,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0095,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0096,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0097,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0098,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0099,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0100,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0101,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0102,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0103,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0104,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0105,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0106,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0107,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0108,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0109,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0110,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0111,"[1, 1, 1]",0,B,normal_combined
normal_aug_0112,"[1, 1, 1]",0,B,normal_combined
normal_aug_0113,"[1, 1]",0,B,normal_combined
normal_aug_0114,"[1, 1, 1]",0,B,normal_combined
normal_aug_0115,"[1, 1, 1]",0,B,normal_combined
normal_aug_0116,"[1, 1, 1]",0,B,normal_combined
normal_aug_0117,"[1, 1]",0,B,normal_combined
normal_aug_0118,"[1, 1]",0,B,normal_combined
normal_aug_0119,"[1, 1]",0,B,normal_combined
normal_aug_0120,"[1, 1, 1]",0,B,normal_combined
normal_aug_0121,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0122,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0123,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0124,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0125,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0126,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0127,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0128,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0129,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0130,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0131,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0132,"[1, 1, 1]",0,B,normal_combined
normal_aug_0133,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0134,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0135,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0136,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0137,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0138,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0139,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0140,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0141,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0142,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0143,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0144,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0145,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0146,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0147,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0148,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0149,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0150,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0151,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0152,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0153,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0154,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0155,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0156,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0157,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0158,"[1, 1, 1]",0,B,normal_combined
normal_aug_0159,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0160,"[1, 1, 1]",0,B,normal_combined
normal_aug_0161,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0162,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0163,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0164,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0165,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0166,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0167,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0168,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0169,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0170,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0171,"[1, 1, 1]",0,B,normal_combined
normal_aug_0172,"[1, 1, 1]",0,B,normal_combined
normal_aug_0173,"[1, 1, 1]",0,B,normal_combined
normal_aug_0174,"[1, 1, 1]",0,B,normal_combined
normal_aug_0175,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0176,"[1, 1, 1]",0,B,normal_combined
normal_aug_0177,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0178,"[1, 1, 1]",0,B,normal_combined
normal_aug_0179,"[1, 1, 1]",0,B,normal_combined
normal_aug_0180,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0181,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0182,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0183,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0184,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0185,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0186,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0187,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0188,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0189,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0190,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0191,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0192,"[1, 1, 1]",0,B,normal_combined
normal_aug_0193,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0194,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0195,"[1, 1, 1]",0,B,normal_combined
normal_aug_0196,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0197,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0198,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0199,"[1, 1, 1]",0,B,normal_combined
normal_aug_0200,"[1, 1, 1]",0,B,normal_combined
normal_aug_0201,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0202,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0203,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0204,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0205,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0206,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0207,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0208,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0209,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0210,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0211,"[1, 1, 1]",0,B,normal_combined
normal_aug_0212,"[1, 1, 1]",0,B,normal_combined
normal_aug_0213,"[1, 1, 1]",0,B,normal_combined
normal_aug_0214,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0215,"[1, 1, 1]",0,B,normal_combined
normal_aug_0216,"[1, 1, 1]",0,B,normal_combined
normal_aug_0217,"[1, 1, 1]",0,B,normal_combined
normal_aug_0218,"[1, 1, 1]",0,B,normal_combined
normal_aug_0219,"[1, 1, 1]",0,B,normal_combined
normal_aug_0220,"[1, 1, 1]",0,B,normal_combined
normal_aug_0221,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0222,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0223,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0224,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0225,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0226,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0227,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0228,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0229,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0230,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0231,"[1, 1, 1]",0,B,normal_combined
normal_aug_0232,"[1, 1, 1]",0,B,normal_combined
normal_aug_0233,"[1, 1, 1]",0,B,normal_combined
normal_aug_0234,"[1, 1, 1]",0,B,normal_combined
normal_aug_0235,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0236,"[1, 1, 1]",0,B,normal_combined
normal_aug_0237,"[1, 1, 1]",0,B,normal_combined
normal_aug_0238,"[1, 1, 1]",0,B,normal_combined
normal_aug_0239,"[1, 1, 1]",0,B,normal_combined
normal_aug_0240,"[1, 1, 1]",0,B,normal_combined
normal_aug_0241,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0242,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0243,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0244,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0245,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0246,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0247,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0248,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0249,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0250,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0251,"[1, 1, 1]",0,B,normal_combined
normal_aug_0252,"[1, 1]",0,B,normal_combined
normal_aug_0253,"[1, 1, 1]",0,B,normal_combined
normal_aug_0254,"[1, 1, 1]",0,B,normal_combined
normal_aug_0255,"[1, 1, 1]",0,B,normal_combined
normal_aug_0256,"[1, 1]",0,B,normal_combined
normal_aug_0257,"[1, 1]",0,B,normal_combined
normal_aug_0258,"[1, 1]",0,B,normal_combined
normal_aug_0259,"[1, 1]",0,B,normal_combined
normal_aug_0260,"[1, 1]",0,B,normal_combined
normal_aug_0261,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0262,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0263,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0264,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0265,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0266,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0267,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0268,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0269,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0270,"[1, 1, 1]",0,A,normal_combined
normal_aug_0271,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0272,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0273,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0274,"[1, 1, 1]",0,B,normal_combined
normal_aug_0275,"[1, 1, 1]",0,B,normal_combined
normal_aug_0276,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0277,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0278,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0279,"[1, 1, 1]",0,B,normal_combined
normal_aug_0280,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0281,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0282,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0283,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0284,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0285,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0286,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0287,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0288,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0289,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0290,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0291,"[1, 1, 1]",0,B,normal_combined
normal_aug_0292,"[1, 1, 1]",0,B,normal_combined
normal_aug_0293,"[1, 1, 1]",0,B,normal_combined
normal_aug_0294,"[1, 1, 1]",0,B,normal_combined
normal_aug_0295,"[1, 1]",0,B,normal_combined
normal_aug_0296,"[1, 1, 1]",0,B,normal_combined
normal_aug_0297,"[1, 1, 1]",0,B,normal_combined
normal_aug_0298,"[1, 1, 1]",0,B,normal_combined
normal_aug_0299,"[1, 1, 1]",0,B,normal_combined
normal_aug_0300,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0301,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0302,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0303,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0304,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0305,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0306,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0307,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0308,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0309,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0310,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0311,"[1, 1, 1]",0,B,normal_combined
normal_aug_0312,"[1, 1, 1]",0,B,normal_combined
normal_aug_0313,"[1, 1, 1]",0,B,normal_combined
normal_aug_0314,"[1, 1]",0,B,normal_combined
normal_aug_0315,"[1, 1, 1]",0,B,normal_combined
normal_aug_0316,"[1, 1, 1]",0,B,normal_combined
normal_aug_0317,"[1, 1]",0,B,normal_combined
normal_aug_0318,"[1, 1, 1]",0,B,normal_combined
normal_aug_0319,"[1, 1]",0,B,normal_combined
normal_aug_0320,"[1, 1, 1]",0,B,normal_combined
normal_aug_0321,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0322,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0323,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0324,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0325,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0326,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0327,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0328,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0329,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0330,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0331,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0332,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0333,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0334,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0335,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0336,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0337,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0338,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0339,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0340,"[1, 1, 1, 1, 1]",0,B,normal_combined
normal_aug_0341,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0342,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0343,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0344,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0345,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0346,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0347,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0348,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0349,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0350,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0351,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0352,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0353,"[1, 1, 1]",0,B,normal_combined
normal_aug_0354,"[1, 1, 1]",0,B,normal_combined
normal_aug_0355,"[1, 1, 1]",0,B,normal_combined
normal_aug_0356,"[1, 1, 1]",0,B,normal_combined
normal_aug_0357,"[1, 1, 1]",0,B,normal_combined
normal_aug_0358,"[1, 1, 1]",0,B,normal_combined
normal_aug_0359,"[1, 1, 1]",0,B,normal_combined
normal_aug_0360,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0361,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0362,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0363,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0364,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0365,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0366,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0367,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0368,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0369,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0370,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0371,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0372,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0373,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0374,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0375,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0376,"[1, 1, 1]",0,B,normal_combined
normal_aug_0377,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0378,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0379,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0380,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0381,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0382,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0383,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0384,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0385,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0386,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0387,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0388,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0389,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0390,"[1, 1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0391,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0392,"[1, 1, 1]",0,B,normal_combined
normal_aug_0393,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0394,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0395,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0396,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0397,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0398,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0399,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0400,"[1, 1, 1, 1]",0,B,normal_combined
normal_aug_0401,"[1, 1, 1, 1, 1]",0,A,normal_combined
normal_aug_0402,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0403,"[1, 1, 1, 1]",0,A,normal_combined
normal_aug_0404,"[1, 1, 1, 1]",0,A,normal_combined
